"x.pos","y.pos","response","pp.wts"
582.685520869764,-2130.54613364127,1,1e-06
442.50000243435,-2132.49994187258,1,1e-06
617.499994707958,-2127.49994151339,1,1e-06
617.499994707958,-2127.49994151339,1,1e-06
697.499992070689,-2057.49994416723,1,1e-06
431.696867468602,-2141.01347944554,1,1e-06
607.499995615363,-2122.49994257256,1,1e-06
609.245935244686,-2123.28086803337,1,1e-06
617.499994707958,-2127.49994151339,1,1e-06
625.599467260565,-2107.03593244008,1,1e-06
609.612069046225,-2139.32902766216,1,1e-06
699.054156011046,-2098.16627826014,1,1e-06
622.499994914058,-2122.49994253423,1,1e-06
662.499992879058,-2102.49994222913,1,1e-06
536.873490574696,-2063.96861655297,1,1e-06
